assessment_id,id_no,binomial,year,event_year,longitude,latitude
1646550,180566,Aplocheilus dayi,2019,1991,79.8666,7.0333
1646550,180566,Aplocheilus dayi,2019,1999,80.25,6.4666
1646550,180566,Aplocheilus dayi,2019,2000,80.0333,7.1333
1646550,180566,Aplocheilus dayi,2019,2002,80.3,6.65
1646550,180566,Aplocheilus dayi,2019,2003,79.8833,6.8333
1646550,180566,Aplocheilus dayi,2019,2003,79.9338,6.8727
1646550,180566,Aplocheilus dayi,2019,1995,80.0144,6.7666
1646550,180566,Aplocheilus dayi,2019,1996,80.2825,6.5447
1646550,180566,Aplocheilus dayi,2019,1997,80.1166,6.4833
1646550,180566,Aplocheilus dayi,2019,1997,80.160687,6.7245289999999995
1646550,180566,Aplocheilus dayi,2019,1997,80.45,6.5
1646550,180566,Aplocheilus dayi,2019,2004,80.0,6.8833
1646550,180566,Aplocheilus dayi,2019,1997,80.4333,6.8333
1646550,180566,Aplocheilus dayi,2019,2003,80.216667,6.65
1646550,180566,Aplocheilus dayi,2019,2003,80.3,6.65
1646550,180566,Aplocheilus dayi,2019,2002,80.1666,6.8
1646550,180566,Aplocheilus dayi,2019,2002,80.1666,6.8666
1646550,180566,Aplocheilus dayi,2019,2002,80.2666,6.5333
1646550,180566,Aplocheilus dayi,2019,2007,80.42094200000001,6.826274000000001
1646550,180566,Aplocheilus dayi,2019,2007,80.2363,7.14
1646550,180566,Aplocheilus dayi,2019,1991,80.160687,6.7245289999999995
1646550,180566,Aplocheilus dayi,2019,1994,80.4333,6.7333
1646550,180566,Aplocheilus dayi,2019,1991,80.083333,7.116667
1646550,180566,Aplocheilus dayi,2019,2000,79.8666,7.0333
1646550,180566,Aplocheilus dayi,2019,1999,80.1352,6.9061
1646550,180566,Aplocheilus dayi,2019,1999,80.2825,6.5447
1646550,180566,Aplocheilus dayi,2019,1999,80.4291,6.7552
1646550,180566,Aplocheilus dayi,2019,1999,80.4666,6.4333
1646550,180566,Aplocheilus dayi,2019,1983,80.3666,6.8
1646550,180566,Aplocheilus dayi,2019,2011,80.4813,6.649583
1646550,180566,Aplocheilus dayi,2019,2014,79.984267,7.096344
1646550,180566,Aplocheilus dayi,2019,2010,79.933373,6.866903999999999
1646550,180566,Aplocheilus dayi,2019,2010,80.15373199999999,6.732131
1646550,180566,Aplocheilus dayi,2019,2010,80.1666,6.75
1646550,180566,Aplocheilus dayi,2019,2010,80.233333,6.516667
1646550,180566,Aplocheilus dayi,2019,2010,80.2825,6.5447
1646550,180566,Aplocheilus dayi,2019,2019,80.0586,7.0642
1646550,180566,Aplocheilus dayi,2019,2019,80.160687,6.7245289999999995
1646550,180566,Aplocheilus dayi,2019,2019,80.169294,6.860302000000001
1646550,180566,Aplocheilus dayi,2019,2019,80.236628,7.056006
1970666,191129,Chirostoma aculeatum,2018,1953,-101.13694,20.227220000000003
1970666,191129,Chirostoma aculeatum,2018,1961,-101.13694,20.227220000000003
1970666,191129,Chirostoma aculeatum,2018,1964,-101.125,20.24333
1970666,191129,Chirostoma aculeatum,2018,1965,-102.33667,20.29111
1970666,191129,Chirostoma aculeatum,2018,1966,-101.60583000000001,20.45056
1970666,191129,Chirostoma aculeatum,2018,1966,-101.1875,20.234170000000002
1970666,191129,Chirostoma aculeatum,2018,1966,-101.13694,20.227220000000003
1970666,191129,Chirostoma aculeatum,2018,1967,-101.13694,20.227220000000003
1970666,191129,Chirostoma aculeatum,2018,1985,-101.15528,20.087220000000002
1970666,191129,Chirostoma aculeatum,2018,1988,-101.63861,20.37056
1970666,191129,Chirostoma aculeatum,2018,1990,-100.82464,20.847920000000002
1970666,191129,Chirostoma aculeatum,2018,1995,-100.81555999999999,20.855829999999997
1970673,191130,Chirostoma chapalae,2018,1949,-103.18222,20.31944
1970673,191130,Chirostoma chapalae,2018,1949,-103.13278000000001,20.109170000000002
1970673,191130,Chirostoma chapalae,2018,1963,-103.18028000000001,20.320829999999997
1970673,191130,Chirostoma chapalae,2018,1963,-102.75610999999999,20.144170000000003
1970673,191130,Chirostoma chapalae,2018,1964,-102.75610999999999,20.144170000000003
1970673,191130,Chirostoma chapalae,2018,1965,-103.21722,20.289720000000003
1970673,191130,Chirostoma chapalae,2018,1966,-102.72111,20.27028
1970673,191130,Chirostoma chapalae,2018,1983,-102.76222,20.14917
1970673,191130,Chirostoma chapalae,2018,1988,-103.19345,20.2886
1970673,191130,Chirostoma chapalae,2018,1988,-102.76222,20.14917
1970680,191131,Chirostoma charari,2018,1953,-101.27889,19.66056
1971329,191154,Chirostoma humboldtianum,2018,1953,-101.61306,19.531670000000002
1971329,191154,Chirostoma humboldtianum,2018,1954,-101.77611,19.81083
1971329,191154,Chirostoma humboldtianum,2018,1954,-101.61917,19.545560000000002
1971329,191154,Chirostoma humboldtianum,2018,1954,-101.61306,19.531670000000002
1971329,191154,Chirostoma humboldtianum,2018,1955,-101.4475,19.19083
1971329,191154,Chirostoma humboldtianum,2018,1956,-101.61917,19.545560000000002
1971329,191154,Chirostoma humboldtianum,2018,1956,-101.61306,19.531670000000002
1971329,191154,Chirostoma humboldtianum,2018,1957,-101.69944,19.43222
1971329,191154,Chirostoma humboldtianum,2018,1957,-101.61917,19.545560000000002
1971329,191154,Chirostoma humboldtianum,2018,1958,-101.61917,19.545560000000002
1971329,191154,Chirostoma humboldtianum,2018,1959,-103.84611,20.64861
1971329,191154,Chirostoma humboldtianum,2018,1959,-101.61917,19.545560000000002
1971329,191154,Chirostoma humboldtianum,2018,1960,-101.61917,19.545560000000002
1971329,191154,Chirostoma humboldtianum,2018,1960,-101.4475,19.19083
1971329,191154,Chirostoma humboldtianum,2018,1962,-101.77611,19.81083
1971329,191154,Chirostoma humboldtianum,2018,1963,-104.73194000000001,21.19667
1971329,191154,Chirostoma humboldtianum,2018,1963,-104.18278000000001,20.15306
1971329,191154,Chirostoma humboldtianum,2018,1963,-101.13694,20.227220000000003
1971329,191154,Chirostoma humboldtianum,2018,1963,-99.14416999999999,19.73861
1971329,191154,Chirostoma humboldtianum,2018,1964,-102.67611,19.85444
1971329,191154,Chirostoma humboldtianum,2018,1964,-100.21167,20.0
1971329,191154,Chirostoma humboldtianum,2018,1966,-99.51417,19.15306
1971329,191154,Chirostoma humboldtianum,2018,1968,-104.73083000000001,21.19833
1971329,191154,Chirostoma humboldtianum,2018,1972,-100.40278,19.38639
1971329,191154,Chirostoma humboldtianum,2018,1973,-100.2125,20.0025
1971329,191154,Chirostoma humboldtianum,2018,1973,-100.02,19.46944
1971329,191154,Chirostoma humboldtianum,2018,1973,-98.0,20.21611
1971329,191154,Chirostoma humboldtianum,2018,1978,-99.70194000000001,20.03611
1971329,191154,Chirostoma humboldtianum,2018,1978,-99.69944,20.03472
1971329,191154,Chirostoma humboldtianum,2018,1980,-99.69861,20.03278
1971329,191154,Chirostoma humboldtianum,2018,1985,-101.27025,19.61747
1971329,191154,Chirostoma humboldtianum,2018,1985,-100.28528,19.77306
1971329,191154,Chirostoma humboldtianum,2018,1985,-100.21836,19.99444
1971329,191154,Chirostoma humboldtianum,2018,1986,-101.27025,19.61747
1971329,191154,Chirostoma humboldtianum,2018,1992,-101.27025,19.61747
1971329,191154,Chirostoma humboldtianum,2018,1993,-101.27025,19.61747
1971329,191154,Chirostoma humboldtianum,2018,1993,-100.21836,19.99444
1971329,191154,Chirostoma humboldtianum,2018,1993,-99.79028000000001,19.82806
1971329,191154,Chirostoma humboldtianum,2018,1993,-99.78,19.815
1971329,191154,Chirostoma humboldtianum,2018,1994,-100.21836,19.99444
1971329,191154,Chirostoma humboldtianum,2018,1994,-99.79028000000001,19.82806
1971329,191154,Chirostoma humboldtianum,2018,1995,-99.78833,19.81806
1971329,191154,Chirostoma humboldtianum,2018,1996,-100.00833,19.46667
1971329,191154,Chirostoma humboldtianum,2018,1996,-99.71028000000001,19.641389999999998
1971329,191154,Chirostoma humboldtianum,2018,1997,-99.71028000000001,19.641389999999998
1971329,191154,Chirostoma humboldtianum,2018,2000,-99.71028000000001,19.641389999999998
1971329,191154,Chirostoma humboldtianum,2018,2008,-99.70373000000001,20.05435
1971329,191154,Chirostoma humboldtianum,2018,2008,-99.56254,19.85613
1971329,191154,Chirostoma humboldtianum,2018,1979,-98.0,20.21611
1971329,191154,Chirostoma humboldtianum,2018,2000,-105.6275,28.164720000000003
1971329,191154,Chirostoma humboldtianum,2018,1946,-98.97028,19.22806
1971329,191154,Chirostoma humboldtianum,2018,1948,-99.08194,19.27917
1971329,191154,Chirostoma humboldtianum,2018,1949,-99.0,19.35139
1971329,191154,Chirostoma humboldtianum,2018,1951,-98.95721999999999,19.40917
1971329,191154,Chirostoma humboldtianum,2018,1951,-98.95194000000001,19.407220000000002
1971329,191154,Chirostoma humboldtianum,2018,1954,-99.09528,19.28194
1971329,191154,Chirostoma humboldtianum,2018,1954,-98.99611,19.28278
1971329,191154,Chirostoma humboldtianum,2018,1955,-98.95721999999999,19.40917
1971329,191154,Chirostoma humboldtianum,2018,1958,-99.09528,19.28194
1971590,191163,Chirostoma lucius,2018,1963,-103.18278000000001,20.28639
1971590,191163,Chirostoma lucius,2018,1963,-103.16611,20.30472
1971590,191163,Chirostoma lucius,2018,1964,-103.21722,20.289720000000003
1971590,191163,Chirostoma lucius,2018,1964,-103.18278000000001,20.28639
1971590,191163,Chirostoma lucius,2018,1964,-103.18,20.320829999999997
1971590,191163,Chirostoma lucius,2018,1964,-102.77889,20.265
1971590,191163,Chirostoma lucius,2018,1964,-102.75610999999999,20.144170000000003
1971590,191163,Chirostoma lucius,2018,1965,-103.21722,20.289720000000003
1971590,191163,Chirostoma lucius,2018,1965,-103.1875,20.27917
1971590,191163,Chirostoma lucius,2018,1965,-103.18278000000001,20.28639
1971590,191163,Chirostoma lucius,2018,1966,-103.18278000000001,20.28639
1971590,191163,Chirostoma lucius,2018,1966,-102.72111,20.27028
1971590,191163,Chirostoma lucius,2018,1983,-102.76916999999999,20.16222
1971590,191163,Chirostoma lucius,2018,1983,-102.76222,20.14917
1972211,191181,Chirostoma patzcuaro,2018,1937,-101.61306,19.531670000000002
1972211,191181,Chirostoma patzcuaro,2018,1951,-101.6475,19.58556
1972211,191181,Chirostoma patzcuaro,2018,1951,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1951,-101.61333,19.55444
1972211,191181,Chirostoma patzcuaro,2018,1953,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1954,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1954,-101.61306,19.531670000000002
1972211,191181,Chirostoma patzcuaro,2018,1956,-101.6475,19.58556
1972211,191181,Chirostoma patzcuaro,2018,1956,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1956,-101.61333,19.55444
1972211,191181,Chirostoma patzcuaro,2018,1956,-101.61306,19.531670000000002
1972211,191181,Chirostoma patzcuaro,2018,1957,-101.6475,19.58556
1972211,191181,Chirostoma patzcuaro,2018,1957,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1958,-101.6475,19.58556
1972211,191181,Chirostoma patzcuaro,2018,1958,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1958,-101.55583,19.54028
1972211,191181,Chirostoma patzcuaro,2018,1959,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1960,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1962,-101.61917,19.545560000000002
1972211,191181,Chirostoma patzcuaro,2018,1963,-101.61417,19.53
1972380,191187,Chirostoma riojai,2018,1954,-99.43857,19.21453
1972380,191187,Chirostoma riojai,2018,1959,-99.40944,19.19806
1972380,191187,Chirostoma riojai,2018,1963,-99.40944,19.19806
1972380,191187,Chirostoma riojai,2018,1966,-99.40944,19.19806
1972380,191187,Chirostoma riojai,2018,1985,-99.77365999999999,19.46012
1972380,191187,Chirostoma riojai,2018,1985,-99.42399999999999,19.22325
1972380,191187,Chirostoma riojai,2018,1993,-99.99389000000001,19.44833
1972380,191187,Chirostoma riojai,2018,1993,-99.77365999999999,19.46012
1972380,191187,Chirostoma riojai,2018,1994,-99.99389000000001,19.44833
1972380,191187,Chirostoma riojai,2018,1994,-99.77365999999999,19.46012
1972380,191187,Chirostoma riojai,2018,1995,-99.99389000000001,19.44833
1972380,191187,Chirostoma riojai,2018,1997,-99.99389000000001,19.44833
1972380,191187,Chirostoma riojai,2018,1964,-99.49528000000001,19.28833
1972380,191187,Chirostoma riojai,2018,1972,-99.69221999999999,19.34222
1972380,191187,Chirostoma riojai,2018,1942,-99.85778,19.35139
1972380,191187,Chirostoma riojai,2018,1947,-99.46833000000001,19.28833
1972380,191187,Chirostoma riojai,2018,1964,-99.49528000000001,19.28833
1972380,191187,Chirostoma riojai,2018,1964,-99.48666999999999,19.27167
1972380,191187,Chirostoma riojai,2018,1985,-99.51944,19.51944
1972387,191188,Chirostoma sphyraena,2018,1963,-103.1875,20.27917
1972387,191188,Chirostoma sphyraena,2018,1963,-103.17917,20.32222
1972387,191188,Chirostoma sphyraena,2018,1963,-102.75610999999999,20.144170000000003
1972387,191188,Chirostoma sphyraena,2018,1964,-103.18278000000001,20.28639
1972387,191188,Chirostoma sphyraena,2018,1964,-103.18,20.320829999999997
1972387,191188,Chirostoma sphyraena,2018,1964,-102.77889,20.265
1972387,191188,Chirostoma sphyraena,2018,1964,-102.75610999999999,20.144170000000003
1972387,191188,Chirostoma sphyraena,2018,1965,-103.21722,20.289720000000003
1972387,191188,Chirostoma sphyraena,2018,1965,-103.1875,20.27917
1972387,191188,Chirostoma sphyraena,2018,1965,-103.18278000000001,20.28639
1972387,191188,Chirostoma sphyraena,2018,1966,-103.21722,20.289720000000003
1972387,191188,Chirostoma sphyraena,2018,1966,-103.18278000000001,20.28639
1972387,191188,Chirostoma sphyraena,2018,1966,-102.72111,20.27028
1972387,191188,Chirostoma sphyraena,2018,1983,-102.76916999999999,20.16222
1974357,191250,Algansea barbata,2018,1951,-99.77889,19.5675
1974357,191250,Algansea barbata,2018,1964,-99.77139,19.571939999999998
1974357,191250,Algansea barbata,2018,1964,-99.49528000000001,19.27917
1974357,191250,Algansea barbata,2018,1964,-99.49528000000001,19.28833
1974364,191251,Algansea lacustris,2018,1949,-101.61917,19.545560000000002
1974364,191251,Algansea lacustris,2018,1949,-101.61333,19.55444
1974364,191251,Algansea lacustris,2018,1951,-101.6475,19.58556
1974364,191251,Algansea lacustris,2018,1951,-101.61306,19.531670000000002
1974364,191251,Algansea lacustris,2018,1954,-101.61306,19.531670000000002
1974364,191251,Algansea lacustris,2018,1958,-101.61917,19.545560000000002
1974364,191251,Algansea lacustris,2018,1959,-101.61306,19.531670000000002
1974364,191251,Algansea lacustris,2018,1967,-101.61333,19.55444
1974364,191251,Algansea lacustris,2018,1967,-101.61306,19.531670000000002
1974378,191253,Algansea popoche,2018,1963,-102.75610999999999,20.144170000000003
1974378,191253,Algansea popoche,2018,1963,-102.69861,20.27917
1974378,191253,Algansea popoche,2018,1964,-102.75610999999999,20.144170000000003
1974378,191253,Algansea popoche,2018,1966,-102.72111,20.27028
1974378,191253,Algansea popoche,2018,1966,-102.69861,20.27917
1975317,191299,Yuriria chapalae,2018,2010,-102.8675,20.1546
1975317,191299,Yuriria chapalae,2018,2010,-102.54656999999999,19.94973
1975317,191299,Yuriria chapalae,2018,2013,-103.1943,20.2894
1977348,191370,Allodontichthys polylepis,2018,2016,-104.3596,20.5575
1977348,191370,Allodontichthys polylepis,2018,2016,-104.3376,20.5255
1977348,191370,Allodontichthys polylepis,2018,1997,-104.1267,20.521
1977355,191371,Allodontichthys tamazulae,2018,1995,-103.3926,19.3899
1977355,191371,Allodontichthys tamazulae,2018,1999,-103.37100000000001,19.3269
1977355,191371,Allodontichthys tamazulae,2018,1968,-103.3127,19.4748
1977355,191371,Allodontichthys tamazulae,2018,1978,-103.4298,19.5305
1977355,191371,Allodontichthys tamazulae,2018,1978,-103.3325,19.5002
1977355,191371,Allodontichthys tamazulae,2018,1978,-103.1152,19.7764
1977355,191371,Allodontichthys tamazulae,2018,1941,-103.3543,19.5606
1977355,191371,Allodontichthys tamazulae,2018,2016,-103.2312,19.6954
1977355,191371,Allodontichthys tamazulae,2018,2016,-103.1829,19.752
1977355,191371,Allodontichthys tamazulae,2018,1995,-103.4627,19.4567
1977355,191371,Allodontichthys tamazulae,2018,1995,-103.3215,19.6805
1977355,191371,Allodontichthys tamazulae,2018,1999,-103.3491,19.4378
1977355,191371,Allodontichthys tamazulae,2018,2010,-103.2072,19.7205
1977355,191371,Allodontichthys tamazulae,2018,1955,-103.3168,19.5983
1977362,191372,Allodontichthys zonistius,2018,2001,-104.2278,19.7955
1977362,191372,Allodontichthys zonistius,2018,2008,-104.1453,19.6898
1977362,191372,Allodontichthys zonistius,2018,1989,-103.71799999999999,19.4513
1977362,191372,Allodontichthys zonistius,2018,1986,-104.1676,19.6533
1977362,191372,Allodontichthys zonistius,2018,1986,-104.1629,19.6522
1977362,191372,Allodontichthys zonistius,2018,1986,-103.9907,19.5962
1977362,191372,Allodontichthys zonistius,2018,1990,-104.1382,19.6896
1977362,191372,Allodontichthys zonistius,2018,1990,-104.0995,19.6739
1977362,191372,Allodontichthys zonistius,2018,1999,-104.2696,19.8239
1977362,191372,Allodontichthys zonistius,2018,2001,-104.2839,19.8508
1977362,191372,Allodontichthys zonistius,2018,2001,-104.23,19.7912
1977362,191372,Allodontichthys zonistius,2018,2010,-104.0858,19.6661
1977362,191372,Allodontichthys zonistius,2018,2010,-103.9679,19.6004
1977362,191372,Allodontichthys zonistius,2018,2010,-103.9645,19.6032
1977362,191372,Allodontichthys zonistius,2018,2010,-103.9575,19.6
1977362,191372,Allodontichthys zonistius,2018,2013,-104.333,19.6957
1977362,191372,Allodontichthys zonistius,2018,2013,-104.3235,19.6686
1977362,191372,Allodontichthys zonistius,2018,2015,-104.1533,19.7121
1977362,191372,Allodontichthys zonistius,2018,1976,-103.7595,19.3184
1977362,191372,Allodontichthys zonistius,2018,1955,-104.0462,20.1607
1977362,191372,Allodontichthys zonistius,2018,1976,-103.7029,19.3368
1977362,191372,Allodontichthys zonistius,2018,1939,-103.7349,19.2303
1977362,191372,Allodontichthys zonistius,2018,2002,-103.9741,19.6686
1977362,191372,Allodontichthys zonistius,2018,1981,-103.6447,19.2955
1977362,191372,Allodontichthys zonistius,2018,1981,-103.6405,19.308
1977362,191372,Allodontichthys zonistius,2018,2010,-103.5929,19.3176
1977362,191372,Allodontichthys zonistius,2018,1939,-103.6669,19.2001
1998108,191692,Alloophorus robustus,2018,1984,-101.6916,19.5853
1998108,191692,Alloophorus robustus,2018,2017,-101.5215,19.573
1998108,191692,Alloophorus robustus,2018,2005,-102.6107,20.0618
1998108,191692,Alloophorus robustus,2018,2016,-102.2992,19.937
1998108,191692,Alloophorus robustus,2018,2001,-101.7882,19.8224
1998108,191692,Alloophorus robustus,2018,1978,-100.9308,19.8824
1998108,191692,Alloophorus robustus,2018,2014,-101.1507,19.9183
1998108,191692,Alloophorus robustus,2018,1980,-101.2685,19.6158
1998108,191692,Alloophorus robustus,2018,1970,-102.084,19.3405
1998425,191695,Allotoca dugesii,2018,2017,-101.5215,19.573
1998425,191695,Allotoca dugesii,2018,2004,-102.1485,19.8845
1998425,191695,Allotoca dugesii,2018,2003,-101.3843,19.5032
1998425,191695,Allotoca dugesii,2018,1992,-101.2247,19.5007
1998425,191695,Allotoca dugesii,2018,2008,-101.2854,19.5975
1998425,191695,Allotoca dugesii,2018,1979,-100.936,19.882
1998439,191697,Allotoca meeki,2018,2017,-101.6055,19.4066
1998439,191697,Allotoca meeki,2018,2017,-101.6014,19.4059
1998439,191697,Allotoca meeki,2018,1976,-101.7276,19.4456
1998446,191698,Neoophorus regalis,2018,2008,-102.8612,19.923
1998446,191698,Neoophorus regalis,2018,2008,-102.4577,19.5718
1998453,191699,Allotoca zacapuensis,2018,2014,-101.4795,19.8745
1998453,191699,Allotoca zacapuensis,2018,2014,-101.7773,19.8256
1998453,191699,Allotoca zacapuensis,2018,2015,-101.7876,19.8273
1998460,191700,Chapalichthys encaustus,2018,1984,-102.7658,20.1522
1998460,191700,Chapalichthys encaustus,2018,2004,-102.7597,20.1085
1998460,191700,Chapalichthys encaustus,2018,2004,-102.5569,20.3226
1998460,191700,Chapalichthys encaustus,2018,2005,-102.4907,20.2222
1998460,191700,Chapalichthys encaustus,2018,2007,-103.3599,20.4325
1998460,191700,Chapalichthys encaustus,2018,1949,-103.0247,20.1671
1998460,191700,Chapalichthys encaustus,2018,1956,-102.929,20.3862
1998460,191700,Chapalichthys encaustus,2018,1957,-102.33,20.2911
1998460,191700,Chapalichthys encaustus,2018,1963,-102.2737,20.3382
